ids,instructions,Verbs
5493ee1898,It will be crumbly.,none
5493ee1898,"Add another 3/4 cup of sugar, and work it in really well.","add,work it"
5493ee1898,"Pour in the corn syrup, and work it in until evenly blended.","pour,work it"
5493ee1898,"Spread remaining sugar out on a clean work surface, and knead the dough until smooth and uniform, 3 to 5 minutes.","spread,knead"
5493ee1898,"If the dough seems too sticky, knead in more sugar.",knead
5493ee1898,"Wrap the dough in plastic wrap, and refrigerate for about an hour.","wrap,refrigerate"
5493ee1898,It should have the consistency of modeling dough.,none
5493ee1898,"Break off small pieces of marzipan to color, kneading in color thoroughly until you arrive at the desired color.","break off,kneading"
5493ee1898,Then blend the colored pieces into larger portions of dough.,blend
5493ee1898,"Dust a work surface and rolling pin with confectioners' sugar, and roll dough out to 1/4 inch thickness.","dust,roll"
5493ee1898,Cut into desired shapes using small cookie cutters to make candies.,cut
38abaf2d11,"In a food processor, combine the salmon, scallion, garlic, lemon, egg, and 2 tablespoons of the breadcrumbs with a sprinkle of salt.","combine,sprinkle"
38abaf2d11,"Pulse to combine everything, then add more panko as needed to form a thick paste, almost like ground chicken.",add
38abaf2d11,"Gently form the salmon mixture into three even-sized patties, then place on a plate and into the refrigerator for 10 minutes.","gently,place"
38abaf2d11,"While the burgers chill, toast the buns cut side down in a large dry skillet over medium heat.","toast,cut"
38abaf2d11,When toasted to your liking remove them from the skillet and set aside.,"remove,set aside"
38abaf2d11,"Keeping the pan on medium heat, add enough olive oil to coat the bottom of the skillet and let it warm to nearly smoking.","add,coat,warm"
38abaf2d11,"While the oil warms, combine the mayo and Sriracha in a small bowl and taste",combine
38abaf2d11,add more hot sauce if youd like.,add
38abaf2d11,Set aside.,set aside
38abaf2d11,"When the burgers are chilled, remove them from the refrigerator and put them into the skillet.","remove,put"
38abaf2d11,"Cook them in the hot oil (increase the heat if the burgers dont immediately sizzle) for 3-5 minutes on each side, turning only once, and not moving the patties once flipped to create a brown exterior crust.","cook,increase heat"
38abaf2d11,Serve the burgers on the buns with butter lettuce topped with the the Sriracha mayo.,serve
38abaf2d11,Enjoy!,none
d26d1d230d,For the tofu marinade: Cut the white part of the lemon grass stalks into small pieces and place into a food processor (or blender) and pulse.,"cut,place,pulse"
d26d1d230d,"Add salt, sugar, shallot, garlic and Chinese Five Star spice (available in larger grocery stores or Asian specialty stores) and continue to pulse into a thick paste-like consistency.","add,pulse"
d26d1d230d,Place paste into a large bowl and add oil.,"place,add"
d26d1d230d,Stir until fully combined.,stir
d26d1d230d,Cut tofu into long strips.,cut
d26d1d230d,Rub marinade paste on all sides of the tofu and let it sit in the bowl for 30 minutes.,"rub,sit"
d26d1d230d,"For the salad: While tofu is marinating, cook vermicelli noodles according to package directions.",cook
d26d1d230d,Rinse and drain when fully cooked.,"rinse,drain"
d26d1d230d,Cut cucumber in half lengthwise and then slice into bite size pieces (forming half moons).,"cut,slice"
d26d1d230d,Set all of the salad veggies aside.,set aside
d26d1d230d,For the grilled tofu: Heat a grill pan or grill to medium.,"heat,grill"
d26d1d230d,Cook marinated tofu until grill marks are visible and tofu is cooked through (approximately 4-5 minutes each side) .,cook
d26d1d230d,Let cool and slice into bite size pieces.,"cool,slice"
d26d1d230d,"For the dressing: While the tofu is cooking, combine all of the dressing ingredients in a small bowl and stir until sugar is completely dissolved.","combine,stir"
d26d1d230d,Set aside.,set aside
d26d1d230d,"Add noodles, veggies (carrots, bell peppers, cucumber, bean sprouts), herbs (cilantro, basil, mint) and tofu into a salad bowl.",add
d26d1d230d,Top with peanuts if desired.,top
d26d1d230d,Spoon dressing over salad.,spoon
d26d1d230d,For a little extra heat..add a dash or two of Sriracha sauce (Thai chili sauceavailable in most grocery stores).,add
a746a48bba,"Make simple syrup: In a saucepan over low heat, warm sugar in 1 cup water until dissolved.","mke,low heat,warm"
a746a48bba,Cool to room temperature before using.,cool
a746a48bba,(There will be extra syrup,none
a746a48bba,refrigerate if not using immediately.),refrigerate
a746a48bba,"In a mixing glass, muddle grapes.",muddle
a746a48bba,"Add lemon juice, 1/2 ounce simple syrup and pisco, then shake with ice in a cocktail shaker.","add,shake"
a746a48bba,Strain into chilled flute.,strain
a746a48bba,Top with Champagne.,top
42e790da4b,"Peel paper liners from cupcakes, if necessary.",peel
42e790da4b,Cut rounded tops off cupcakes with serrated knife,cut
42e790da4b,set bottoms aside for later use.,set aside
42e790da4b,Use 1-inch cookie cutter to cut heart shape from each cupcake top,cut
42e790da4b,set cutouts aside.,set aside
42e790da4b,Spread 1 Tbsp.,spread
42e790da4b,COOL WHIP onto bottom of each cupcake,"cool,whip"
42e790da4b,cover with top of cupcake.,cover
42e790da4b,Spoon remaining COOL WHIP into heart-shaped holes.,spoon
42e790da4b,Decorate with heart cutouts and candies.,decorate
98fc349d05,"Fry bacon until it starts to brown, cut into bite size pieces and put into crock pot.","fry,cut,put"
98fc349d05,Brown the ground turkey with onions.,brown
98fc349d05,"Combine ground turkey, kidney and pinto beans, canned tomatoes, tomato paste, chili powder, cumin, and chicken broth and add to crock pot.","combine,add"
98fc349d05,"Use food processor or mini-prep to puree garlic, tomato, and jalapeno peppers and add to crock pot.","puree,add"
98fc349d05,Mix all ingredients in crock pot and let it cook for 6-8 hours on low.,"mix,cook"
eeb7892e81,"Place the dates in a small bowl with the lemon juice and add enough boiling water to cover, set for aside for 10 mins.","place,add,set aside"
eeb7892e81,Preheat oven to 160c.,preheat
eeb7892e81,"Mix the butter, peanut butter, sugar and sweetener together.",mix
eeb7892e81,Add the egg and vanilla.,add
eeb7892e81,Drain the dates and add to the peanut butter mixture.,"drain,add"
eeb7892e81,Blend in the remaining ingredients.,blend
eeb7892e81,"Roll into large balls, using a wet fork, press down onto a greased baking sheet.","roll,press down"
eeb7892e81,Bake for 20 minutes.,bake
3fa9eedcdc,Heat oil over medium-high in a heavy pot.,heat
3fa9eedcdc,"Add onions, garlic, and jalapeno until soft, approximately 4 minutes.",add
3fa9eedcdc,"Toss in chili powder and cumin, and cook for another minute.","toss,cook"
3fa9eedcdc,"Stir in the tomatillo salsa, beer and stock.",stri
3fa9eedcdc,Bring to a boil(bubbling) then add the chicken or turkey.,"boil,add"
3fa9eedcdc,Simmer for 10-15 minutes.,simmer
3fa9eedcdc,"While that cooks, grind up 2 handfuls of the chips and the cilantro leaves in your food processor, or chop leaves and crush chips with flat of knife if not available.","grind up,chop,crush"
3fa9eedcdc,"Stir into the chili and continue to cook until it thickens, about 8-10 minutes.","stir,cook"
3fa9eedcdc,"Remove from heat, add lime juice and spoon into bowls, serve with a side of chips or fresh tortillas.","remove,add,spoon,serve"
3fa9eedcdc,"Garnish with sour cream and shredded cheese, if desired.",garnish
3fa9eedcdc,Enjoy!,none
3fa9eedcdc,).,none
11931dc67b,"In a bowl, mix the shrimp, chives, mayonnaise, Worcestershire sauce, and chili sauce.",mix
11931dc67b,Season with salt.,season
11931dc67b,"Mound the shrimp mixture into avocado halves, and sprinkle with lemon juice.","mound,sprinkle"
11931dc67b,Place avocado halves on Bibb lettuce leaves that have been dusted with paprika.,place
11931dc67b,Garnish with strips of pimento to serve.,garnish
e8ce0da4a0,Mash up the bananas,mash up
e8ce0da4a0,Put the flour in a bowl,put
e8ce0da4a0,I decided to try stevia instead of sugar.,none
e8ce0da4a0,Olive oil (or any other good oil),none
e8ce0da4a0,One can of beer,none
e8ce0da4a0,Stir up everything but the milk,stir up
e8ce0da4a0,Add the milk,add
e8ce0da4a0,Served with ice and homemade jam.,none
4d336db376,Add all the herbs and spices to a jar and shake well.,"add,shake well"
4d336db376,"Combine the seasoning with 1 cup flour, and shake again until thoroughly mixed","combine,shake"
4d336db376,"In a saucepan, bring the milk to a gentle simmer, and add the rosemary if using.","gentle simmer,add"
4d336db376,.,none
4d336db376,"Poach the chicken in the milk for 20 to 25 minutes with the pan covered, turning halfway through",poach
4d336db376,Remove chicken from the pan and drain on kitchen paper.,"remove,drain"
4d336db376,Allow to rest and cool for 10-15 minutes,"rest,cool"
4d336db376,Heat the oil to 180 C (355 F),heat
4d336db376,"Dip chicken into the beaten egg, then in to the breading mix.",dip
4d336db376,Repeat,repeat
4d336db376,Fry the chicken for 5-7 minutes until the breading is crispy and golden brown.,fry
4d336db376,Remove the chicken from the pan and drain excess oil on kitchen paper.,"remove,drain"
4d336db376,Pierce the chicken with a skewer or a fork.,pierce
4d336db376,"If the juices run clear, the chicken is cooked.",none
4d336db376,"If the juices run pink, put back in the fryer for another 2-3 minutes then test again",put
4d336db376,"Serve with beans, fries, and/or coleslaw",serve
a05971e930,Cook green beans according to package directions.,cook
a05971e930,"Combine green beans, with remaining ingredients.",combine
a05971e930,Mix well.,mix well
a05971e930,Serve hot with salt and pepper to taste.,serve
68c33f9f28,"In a large saucepan stir together the cocoa powder, sugar substitute or sugar, crushed candies, and 3/4 cup of the milk.",stir
68c33f9f28,Cook and stir over medium heat until mixture just comes to boiling.,"cook,stir"
68c33f9f28,Stir in the remaining milk,stir
68c33f9f28,heat through.,heat
68c33f9f28,Do not boil.,
68c33f9f28,Remove from heat.,remove
68c33f9f28,"If desired, beat with a rotary beater until frothy.",beat
68c33f9f28,"Mocha Cooler: Prepare as above, except omit the peppermint candies",
68c33f9f28,increase the heat stable sugar substitute to equal 1/3 cup sugar or increase the sugar to 1/3 cup.,increase heat
68c33f9f28,Add 2-3 teaspoons instant coffee crystals with the 3/4 cup milk.,add
68c33f9f28,Cook and stir over medium heat until mixture just comes to boiling.,"cook,stir"
68c33f9f28,Remove from heat,remove
68c33f9f28,stir in the remaining milk.,stir
68c33f9f28,Serve immediately over ice.,serve
68c33f9f28,"(Or, cover and chill.","cover,chill"
68c33f9f28,Stir before serving over ice).,stir
92b3d3dc68,Preheat oven to 375F,preheat
92b3d3dc68,butter and flour two 9x5-inch loaf pans.,none
92b3d3dc68,"In a large bowl, whisk together oil, honey (if you measure out the oil first, and then put honey in the oiled measuring cup, the honey will come out easier) eggs and sweet potato puree until creamy.",whisk
92b3d3dc68,"In a small bowl, combine both flours, sugar, baking soda, salt and spices.",combine
92b3d3dc68,"In a measuring cup, combine buttermilk, balsamic vinegar and vanilla extract.",combine
92b3d3dc68,"Fold dry ingredients into sweet potato mixture, alternating with buttermilk",fold
92b3d3dc68,mix until just combined,mix
92b3d3dc68," if using pecans and/or raisins, toss them with 1 tblsp flour and fold them into the batter quickly","toss,fold"
92b3d3dc68," scrape batter into prepared loaf pans and bake for about 60 minutes, or until breads test done when toothpick is inserted into centre and comes out clean","scrape,bake"
92b3d3dc68," if bread appears to be browning too quickly, tent loosely with some foil and continue baking (I did this about 1/2 an hour into baking).","tent loosely,baking"
92b3d3dc68,Cool in pan for 10 minutes before removing.,cool
92b3d3dc68,"Note: Like most quick breads (and cakes), this slices up best a day after baking- I couldn't wait!",none
b7aa5986d1,Cook rotini pasta according to directions on package.,"cook,stir"
b7aa5986d1,Add remaining ingredients and mix thoroughly.,"add,mix thoroughly"
c95d54d023,"blend sugar, molasses, butter, apple sauce until creamy.",blend
c95d54d023,add banana and egg.,add
c95d54d023,blend until creamy.,blend
c95d54d023,"in separate bowl wisk together flour, oats, flaxseed and baking powder.",wisk
c95d54d023,add flour mixture to banana mixture mix just until blended.,"add,mix"
c95d54d023,blend in vanilla.,blend
c95d54d023,bake in bread pan at 350 degrees for 45 minutes or until toothpick comes out clean.,bake
6bcc60c9c9,Core and cut apples into wedges.,"core,cut,wedges"
6bcc60c9c9,Place in medium saucepan with lemon juice and 1/2 cup (125 mL) water.,place
6bcc60c9c9,Cover and gently simmer to soften (23 minutes).,"cover,gently simmer"
6bcc60c9c9,Drain.,drain
6bcc60c9c9,Toss with maple syrup and cinnamon.,toss
6bcc60c9c9,Set aside.,set aside
6bcc60c9c9,"Whisk eggs, Almond Fresh, sugar, salt and spices in a bowl.",whisk
6bcc60c9c9,"Soak each slice of bread, turning to soak both sides.",soak
6bcc60c9c9,Melt butter in nonstick fry pan.,melt
6bcc60c9c9,"When bubbling, add soaked bread in batches.","bubbling,add"
6bcc60c9c9,Turn part way through until golden brown on both sides.,golden brown
6bcc60c9c9,Keep warm.,warm
6bcc60c9c9,"Divide among 4 plates, drizzle with applesyrup mixture, sprinkle with icing sugar and serve.","divide,drizzle,sprinkle"
7d7b1b4403,"Place apples in a large pot with enough water to cover, and bring to a boil.","place,water,boil"
7d7b1b4403,"Reduce heat to low, and simmer 15 minutes, or until soft.","reduce heat,simmer,soft"
7d7b1b4403,"Drain, and cool.","drain,cool"
7d7b1b4403,"Place in a large bowl, and toss with 2 tablespoons sugar to evenly coat.","place,toss"
7d7b1b4403,"In a large bowl, whip together the 1/2 cup butter and 2 tablespoons sugar until fluffy.",whip
7d7b1b4403,Mix in the egg.,mix
7d7b1b4403,"In a separate bowl, mix 2 cups flour, baking powder, and custard powder.",mix
7d7b1b4403,Mix dry ingredients into the bowl with butter and sugar.,mix
7d7b1b4403,Press crust into the bottom and up the sides of a 9 inch springform pan.,press
7d7b1b4403,Preheat oven to 400 degrees F (200 degrees C).,preheat
7d7b1b4403,Drain apples and place into the crust.,"drain,place"
7d7b1b4403,"Cut together 3/4 cup sugar, 3/4 cup butter, 1 1/4 cups flour, and cinnamon.",cut
7d7b1b4403,Mix in coconut and oats.,mix
7d7b1b4403,Sprinkle over the apples.,sprinkle
7d7b1b4403,"Bake 1 hour in the preheated oven, until golden brown.","bake,preheated,golden brown"
7d7b1b4403,Remove sides from pan and allow crumble to cool before serving.,"remove,crumble,cool"
6c3cf7db1f,Decase the sausage and saute in a large pot,"decase,saute"
6c3cf7db1f,use a wooden spoon to crumble the sausage as it cooks.,crumble
6c3cf7db1f,"Once the sausage is nicely browned, stir in the onion, garlic, chili powder and cumin and continue cooking until the onion softens about 5 minutes.","browned,stir"
6c3cf7db1f,Add the beer and allow it to simmer for an additional 5 minutes scraping up any brown bits from the bottom of the pan.,"add,simmer"
6c3cf7db1f,"Stir in the tomatoes, tomato paste and allow it to simmer, uncovered for an additional 10-15 minutes on med-low, stirring occasionally.","stir,simmer,stirring occasionally"
6c3cf7db1f,Taste and adjust seasonings with salt and pepper.,adjust seasonings
6c3cf7db1f,Finally stir in the beans and the corn.,stir
6c3cf7db1f,Let this come to a simmer and its ready to serve!,simmer
6c3cf7db1f,(Can be prepared a day ahead.,none
6c3cf7db1f,).,none
c435fa197a,"In a large frying pan, cook the sausage and ground beef together with the chopped onions until no longer pink and drain all grease.","cook,drain all grease"
c435fa197a,Cook ravioli according to package directions (only for about 3 minutes or so I think) Drain and rinse in cold water.,"cook,drain,rinse,cold water"
c435fa197a,"In a 13x9 baking dish, spread a small amount of sauce (just enough to cover bottom) and layer enough ravioli to cover.",
c435fa197a,Stack the slices of pepperoni and cut them into narrow strips and spread half of it over the ravioli.,"stack,cut,narrow strips"
c435fa197a,Now spread all the meat over that and pour the remaining sauce on top of it.,"spread,pour"
c435fa197a,"Sprinkle with 1-1/2 cups mozzerella cheese, then layer the remaining ravioli and cheese and sprinkle all of the garlic powder on it.","sprinkle,layer"
c435fa197a,Spread the remaining half of pepperoni strips on top of cheese.,spread
c435fa197a,Cover with foil and bake at 375* for about 20-25 minutes.,"cover,bake"
c435fa197a,Remove foil and bake uncovered another 10 minutes or until cheese and pepperoni are golden.,"remove,bake,golden"
c435fa197a,Serve with no yeast Beer Bread (recipe# 73440).,serve
e61d107d11,1,none
e61d107d11,Preheat the oven to 350F.,preheat
e61d107d11,2,none
e61d107d11,"Using an electric mixer, beat the cream cheese until it is smooth.","beat,smooth"
e61d107d11,Beat in the mayonnaise until combined.,"beat,combined"
e61d107d11,"Add 11/2 cups of the Parmesan, the artichoke hearts, scallions, garlic, hot sauce, black pepper, and salt and mix with a spatula until combined.","add,mix,combined"
e61d107d11,3,none
e61d107d11,"Scrape the mixture into a wide, shallow gratin or baking dish thats pretty enough for serving and top with the remaining 1/4 cup Parmesan.","scrape,top"
e61d107d11,"Bake until the dip is bubbling and the top is golden, 30 to 40 minutes.","bake,bubbling,golden"
e61d107d11,"Serve hot, with crackers, tortilla chips, or crusty bread for dipping.",none
bd5b804128,"Place the ricotta in a large bowl and whip it to break up the curd, then add the egg and stir well to incorporate.","place,whip,add,stir"
bd5b804128,Add the Parmesan and salt and mix well.,add
bd5b804128,"Place the flour in a large shallow dish, then use teaspoons to make oval-shaped gnocchi of about 1/2 teaspoon dough at a time and drop them into the flour (don't let the gnocchi touch each other or they'll stick).","place,make"
bd5b804128,"Drop 6 gnocchi into the flour, then coat them lightly by rolling the plate","drop,coat"
bd5b804128,carefully dust excess flour off the gnocchi and place them on a parchment-lined cookie sheet and repeat process until all the gnocchi are made.,"dust,place,repeat process"
bd5b804128,"Place gnocchi in the refrigerator for about 2 hours or until they're firm - you can refrigerate them overnight, but they're better eaten the same day as they're prepared.","place,refrigerate"
bd5b804128,"Cook the gnocchi by simmering them in salted boiling water or chicken broth, they'll float to the top and you can remove them when they're done to your preference (original recipe called for removal at this point of 3-4 minutes, but I found they needed more simmering and left them in for 7-9 minutes)","cook,simmering,salted boiling water,remove"
bd5b804128,remove with a slotted spoon.,"remove,bake,golden"
bd5b804128,"These go well with sauteed peas in butter and sage, or your favorite pasta sauce, and shavings of Parmesan.",none
3fe2a7446c,Preheat oven to 375.,preheat
3fe2a7446c,Combine butter and shortening,combine
3fe2a7446c,beat on medium to high speed for 30 seconds.,beat
3fe2a7446c,"Add brown sugar, sugar, baking soda, cinnamon (if using) and salt until blended.","add,blended"
3fe2a7446c,Beat in eggs and vanilla until well blended.,"beat,blended"
3fe2a7446c,Add flour until blended.,"add,blended"
3fe2a7446c,Add in oats.,add
3fe2a7446c,Drop dough by rounded teaspoons 2-inches apart onto an ungreased cookie sheet.,drop
3fe2a7446c,Bake in preheated oven for 7-9 minutes or until tops are golden.,"bake,preheat,golden"
3fe2a7446c,Let cookies stand on cookie sheet for 1 minute.,stand
3fe2a7446c,Transfer to a wire rack,transfer
3fe2a7446c,let cool.,cool
3fe2a7446c,To store: layer cookies between waxed paper in an airtight container,"layer,airtight"
3fe2a7446c,cover.,cover
3fe2a7446c,Store at room temperature for up to 3 days or freeze for up to 3 months.,"store,freeze"
d1c0261b9f,Pat dry shrimp and cover with flour,"pat,cover"
d1c0261b9f,Heat oil and sautee shrimp until they change color,"heat oil,sautee"
d1c0261b9f,"Add garlic cloves and seasoning to taste, stir and cook for a minute","add,stir,cook"
d1c0261b9f,Add mushrooms to pan and mix well,"add,mix"
d1c0261b9f,Add brandy and cook for 1 minute for alcohol to evaporate,"add,cook,evaporate"
d1c0261b9f,"Slowly add cream, mix , bring to a boil, turn off heat and top with cilantro.","slowly add,mix,boil,turn off heat,top"
d1c0261b9f,Enjoy!,none
d1c0261b9f,Serve wih rice and salad,none
2f0e6afe48,Preheat the oven to 350F (180C).,preheat
2f0e6afe48,"Whisk the flour, salt, eggs and sugar until smooth.","whisk,smooth"
2f0e6afe48,"Add the milk, almond and vanilla extract.",add
2f0e6afe48,Whisk until smooth.,"whisk,smooth"
2f0e6afe48,"Butter a 9 by 9-inch or 10 by 7-inch baking dish, or a pie plate.",butter
2f0e6afe48,"Add the cherries, almonds if using and sugar into a bowl, toss until well mixed.","add,toss,well mixed"
2f0e6afe48,Spread the cherries and almonds if using evenly into the baking dish.,spread
2f0e6afe48,Pour the batter into the baking dish.,pour
2f0e6afe48,"Bake for about 45 minutes or until lightly browned and puffed, and a toothpick inserted into the center comes out clean.","bake,lightly browned,puffed"
2f0e6afe48,Cool on a wire rack.,cool
2f0e6afe48,"The clafoutis puffs in the oven as it bakes, but it collapses once it's out of the oven.",none
2f0e6afe48,Dust the powdered sugar on top.,dust
2f0e6afe48,"Serve hot, warm or at room temperature.",none
31f11bb160,Preheat oven to 400 degrees.,preheat
31f11bb160,Grease and line a 9 inch round cake tin about 3 inches deep.,grease
31f11bb160,Whisk the egg whites until stiff while adding the superfine sugar and flour a bit at a time (this mixture should resemble that of a merfingue).,"whisk,adding"
31f11bb160,"Fold in the choclate, dates, and almonds.",fold
31f11bb160,Spoon mixture into the prepared cake tin.,spoon
31f11bb160,"Bake the cake for 15 minutes, until the cake rises, then reduce temperature to 200 degrees and cook for a further 10 minutes to cook the center.","bake,rises,reduce,cook"
31f11bb160,"Cool slightly, then dust with confectioners' sgar.","coo,dust"
31f11bb160,"To serve, cut into wedges and drizzle with chcolate sauce.","cut,drizzle"
31f11bb160,"Garnish with strawberries, and seve with ice cream.",granish
6b709c814e,Let the cream cheese sit out while cutting onions and beef.,"sit out,cutting"
6b709c814e,Slice green onions into small pieces.,"slice,small pieces"
6b709c814e,Slice beef into small pieces.,"slice,small pieces"
6b709c814e,"Put cream cheese, beef and green onions into a KitchenAid mixer to incorporate all the ingredients through the cream cheese.",put
6b709c814e,Wrap in Saran wrap.,wrap
6b709c814e,You can also roll this in thinly sliced almonds if desired.,none
6b709c814e,I like to serve this with Triscuits.,none
6b709c814e,"The sliced dried beef almost looks like salami and is found in a glass jar by the canned meats (Spam, etc.",none
6b709c814e,).,none
61df91560a,Preheat oven to 450 degrees F (230 degrees C).,preheat
61df91560a,Combine water and lemon juice in a bowl.,combine
61df91560a,Arrange the 16 smaller pieces of butter in 2 rows on a baking dish and top with garlic slices.,"butter,top"
61df91560a,Place salmon fillets over each row of butter and garlic.,place
61df91560a,"Melt remaining sliced butter in a bowl with minced garlic, about 40 seconds.",melt
61df91560a,Spoon about half the melted butter-garlic mixture over salmon and top with lemon slices.,"spoon,top"
61df91560a,Pour about half the lemon juice mixture into the baking dish.,pour
61df91560a,Bake in the preheated oven for 10 minutes.,"bake,preheated"
61df91560a,"Baste fillets with juices in the baking dish, then pour remaining butter and lemon juice over the fish.","baste,pour"
61df91560a,"Continue baking until salmon is easily flaked with a fork, about 10 minutes more.",baking
16963a25d0,Place dulce de leche into the carafe of a coffee maker.,place
16963a25d0,Brew coffee with water and ground coffee,brew
16963a25d0,let coffee drip over dulce de leche.,none
16963a25d0,Stir until dissolved.,stir
65daf612dd,"Gather the fish a bowl and break apart as much a possible, then add bell peppers and onion.","gather,break apart,add"
65daf612dd,Put all seasonings in and mix,"put,mix"
65daf612dd,"Add egg and cracker, mix well","add,mix well"
65daf612dd,"Add oil to a pan, and then fry on both sides until cooked all the way though.","add,fry,cooked all the way"
65daf612dd,"Serve with a salad, I made ours into little cheeseburgers with lettuce and tomato",none
9d8bbf2292,"Chop apple into 16 wedgesthe easiest way is to use an apple cutter and then slice each wedge in half, and then chop each wedge into 1/2 pieces.","chop,slice"
9d8bbf2292,"Chop cheddar into tiny cubes, each one about 1/4 long.",chop
9d8bbf2292,Combine apples and cheddar cubes in a medium bowl.,combine
9d8bbf2292,"In a small ball, whisk together red wine vinegar, olive oil, lemon juice, mustard, honey, salt, pepper, and sugar.",whisk
9d8bbf2292,Pour dressing over the apples and cheddar and mix until all pieces are evenly coated.,"pour,mix,coated"
9d8bbf2292,Adjust seasoning to taste.,adjust
9d8bbf2292,"Place about 1 tablespoon of the mixture onto each cracker, making sure you have a good balance of apples and cheese on each one.",place
9d8bbf2292,Place them on serving trays as you go.,place
9d8bbf2292,Sprinkle very lightly with dried thyme and serve immediately.,sprinkle lightly
9d8bbf2292,Adapted liberally from Eating Well.,none
8d72595e26,"Put the granulated sugar and water into a small pan, and start heating over medium heat.",put
8d72595e26,"Put 2 to 4 tablespoons of water in a heatproof container, and microwave for about 30 seconds to bring it to a boil.","put,microwave,boil"
8d72595e26,"As you shake the pan occasionally, it will start to brown from the edges as shown in the photo.",shake
8d72595e26,"From this point on, don't leave the pan!",don't leave the pan
8d72595e26,Prepare the boiling water!,prepare
8d72595e26,Keep shaking the pan and don't take your eyes off it!,shaking
8d72595e26,"When it reaches the color shown in the photo here, it just needs a little bit more!",none
8d72595e26,Turn the heat off at this point and keep agitating the pan.,"turn heat off,agitating the pan"
8d72595e26,"When the caramel is as dark as shown in this photo, add the boiling water all at once.",add
8d72595e26,"It will splatter, so be careful of burns!",splatter
8d72595e26,The caramel sauce is done!,none
8d72595e26,It can be kept in a sterilized jar for 2 to 3 months without any problems.,none
8d72595e26,Please try using it in the caramel custard pudding recipe from!,none
8d72595e26,If you add a bit more boiling water to the sauce you can use it on ice cream or panna cotta too.,add
8d72595e26,"If you are using this for a caramel custard pudding, use 2 tablespoons of boiling water.",none
8d72595e26,"To use as a sauce to pour over panna cotta or ice cream, add 4 tablespoons or so of boiling water.",add
04a6a433c3,"In a large saucepan, combine milk and sugar.",combine
04a6a433c3,"Cook over medium heat, stirring constantly until the mixture comes to a boil.","cook,stirring constantly,boil"
04a6a433c3,"Then cook for 8 minutes, again stirring constantly so that the milk does not scorch at the bottom of the saucepan.","cook,stirring constantly,boil"
04a6a433c3,"Remove from heat and stir in the marshmallows, chocolate chips, Baileys and vanilla.","remove,stir"
04a6a433c3,"If your mixture begins to harden, simply place pot back on the stove top and heat on low until the mixture becomes soft and smooth.","place,stove top,heat on low,soft,smooth"
04a6a433c3,Next add in the pecans and stir until all incorporated.,"add,stir"
04a6a433c3,Pour half of the chocolate mixture into an 8x8 pan that youve lined with parchment paper (if you leave some of the paper hanging over the sides of the pan you can use it to remove the fudge when done) and spread the mixture out evenly.,
04a6a433c3,Take 1/2 of the caramel and drop it by spoonful on top of the chocolate mixture.,drop
04a6a433c3,Take a knife and swirl the caramel into the fudge until it is about evenly distributed.,"swirl,fudge,evenly distributed"
04a6a433c3,Pour the remaining white chocolate mixture on top.,pour
04a6a433c3,"Then add the remaining caramel to the top of the fudge, dropping it by spoonfuls and swirling it with a knife.","add,swirling"
04a6a433c3,(It doesnt have to look perfect.),none
04a6a433c3,"Then place the pan in the fridge until fudge is completely set, about 1-2 hours.","place pan in fridge,set"
04a6a433c3,"I was able to lift the fudge out of the pan with the parchment paper, then cut it.",cut
04a6a433c3,"Cut into squares, eat and enjoy!",cut
713642e5cd,Cut bitter gourd in half lengthwise.,"cut,half lengthwise"
713642e5cd,Remove/scoop out all the seeds and white spongy stuff.,"remove,scoop"
713642e5cd,Cut into pieces.,cut
713642e5cd,Place all ingredients in a pot.,place
713642e5cd,Cook under pressure for 45 minutes.,cook
713642e5cd,Leave to cool on its own.,cool
713642e5cd,"(If not using a pressure cooker, you can simmer it for at least 2 hours.)",simmer
713642e5cd,Season with salt.,season
563acf5562,Combine first 3 ingredients,combine
563acf5562,stir well.,stir
563acf5562,"Shape meat mixture into 4 equal patties, 1/4 inch thick.","shape,4 equal patties"
563acf5562,Coat a large nonstick skillet with cooking spray,coat
563acf5562,place over medium-high heat until hot.,place
563acf5562,"Place patties in skillet, and cook 5 minutes on each side or until done.","place,cook"
563acf5562,"While patties cook, thaw onion by placing in a strainer or colander under warm running water.","cook,thaw"
563acf5562,"(I just chop up fresh, about 2 1/2 cups).",chop
563acf5562,Drain well.,drain well
563acf5562,"Transfer patties to a serving platter, and keep warm.","transfer,warm"
563acf5562,"Add onion, sugar, and vinegar to skillet",add
563acf5562,cook 4 minutes over medium heat or until onion mixture is slightly thickened.,"cook,slightly thickened"
563acf5562,"Pour onion mixture over patties, and serve immediately.",pour
d9d52017d0,Make bullion according to package directions.,make
d9d52017d0,"Typically, this means that you add one bullion cube to 2 cups water and heat to low simmer.","add,simmer"
d9d52017d0,Prepare in a large nonstick pot.,prepare
d9d52017d0,Add the fennel and garlic and stir.,"add,stir"
d9d52017d0,Immediately add greens to simmering liquid.,"add,simmering"
d9d52017d0,"""Roll"" greens around in water to coat with spices and let simmer until just wilted, about 1 to 2 minutes.","roll,coat,simmer,wilted"
d9d52017d0,Do not overcook greens.,overcook
d9d52017d0,"They should be wilted, but still brightly colored.","wilted,brightly colored"
d9d52017d0,"Greens will ""shrink"" significantly when they cook.",shrink
d9d52017d0,Use a slotted spoon to remove greens into a bowl or serving dish or onto plates or bowls.,remove
